format=1 tracks=13 division=96

BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 24, crotchets/32ndnote 8
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Tempo 167
BA    1   CR         0   TR  1   CH 16   Tempo 167
BA    1   CR         0   TR  1   CH 16   Tempo 167
BA    1   CR         0   TR  2   CH 16   Text type 3: "Channel #1"
BA   25   CR         0   TR  9   CH  9   NT  G---        43/96   voff=0
BA   25   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   25   CR       1/2   TR  7   CH  6   NT  G--         43/96   voff=0
BA   25   CR       1/2   TR  8   CH  7   NT  D--         43/96   voff=0
BA   25   CR       1/2   TR  9   CH  9   NT  G---        43/96   voff=0
BA   25   CR       1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   25   CR       1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   25   CR         1   TR  2   CH  1   NT  C'          43/48   voff=0
BA   25   CR         1   TR  3   CH  2   NT  F'          43/48   voff=0
BA   25   CR         1   TR  9   CH  9   NT  G---        43/96   voff=0
BA   25   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA   25   CR     1+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   25   CR     1+1/2   TR  7   CH  6   NT  G--         43/96   voff=0
BA   25   CR     1+1/2   TR  8   CH  7   NT  D--         43/96   voff=0
BA   25   CR     1+1/2   TR  9   CH  9   NT  G---        43/96   voff=0
BA   25   CR     1+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   25   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   25   CR         2   TR  2   CH  1   NT  B           43/48   voff=0
BA   25   CR         2   TR  3   CH  2   NT  E'          43/48   voff=0
BA   25   CR         2   TR  7   CH  6   NT  G--       1+11/32   voff=0
BA   25   CR         2   TR  8   CH  7   NT  D--       1+11/32   voff=0
BA   25   CR         2   TR  9   CH  9   NT  G---        43/96   voff=0
BA   25   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   25   CR     2+1/2   TR  9   CH  9   NT  G---        43/96   voff=0
BA   25   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   25   CR     2+3/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA   25   CR         3   TR  2   CH  1   NT  E           43/48   voff=0
BA   25   CR         3   TR  3   CH  2   NT  A           43/48   voff=0
BA   25   CR         3   TR  9   CH  9   NT  G---        43/96   voff=0
BA   25   CR         3   TR 10   CH 10   NT  D--          1/48   voff=0
BA   25   CR     3+1/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA   25   CR     3+1/2   TR  7   CH  6   NT  G--         43/96   voff=0
BA   25   CR     3+1/2   TR  8   CH  7   NT  D--         43/96   voff=0
BA   25   CR     3+1/2   TR  9   CH  9   NT  G---        43/96   voff=0
BA   25   CR     3+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   25   CR     3+3/4   TR 10   CH 10   NT  D--          1/48   voff=0

BA   26   CR         0   TR  2   CH  1   NT  B           43/96   voff=0
BA   26   CR         0   TR  3   CH  2   NT  E'          43/96   voff=0
BA   26   CR         0   TR  7   CH  6   NT  A--         43/48   voff=0
BA   26   CR         0   TR  8   CH  7   NT  E--         43/48   voff=0
BA   26   CR         0   TR  9   CH  9   NT  A---        43/96   voff=0
BA   26   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   26   CR         0   TR 10   CH 10   NT  D--          1/48   voff=0
BA   26   CR         0   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   26   CR       1/2   TR  2   CH  1   NT  C'          91/96   voff=0
BA   26   CR       1/2   TR  3   CH  2   NT  E'          91/96   voff=0
BA   26   CR       1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   26   CR       1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   26   CR       3/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA   26   CR         1   TR  7   CH  6   NT  C-          43/48   voff=0
BA   26   CR         1   TR  8   CH  7   NT  G--         43/48   voff=0
BA   26   CR         1   TR  9   CH  9   NT  C--         43/96   voff=0
BA   26   CR         1   TR 10   CH 10   NT  D--          1/48   voff=0
BA   26   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA   26   CR     1+1/2   TR  2   CH  1   NT  A         3+19/96   voff=0
BA   26   CR     1+1/2   TR  3   CH  2   NT  C'        3+19/96   voff=0
BA   26   CR     1+1/2   TR  9   CH  9   NT  C--         43/96   voff=0
BA   26   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   26   CR     1+3/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA   26   CR         2   TR  7   CH  6   NT  D-          43/48   voff=0
BA   26   CR         2   TR  8   CH  7   NT  A--         43/48   voff=0
BA   26   CR         2   TR  9   CH  9   NT  D--         43/96   voff=0
BA   26   CR         2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   26   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   26   CR     2+1/2   TR  9   CH  9   NT  D--         43/96   voff=0
BA   26   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   26   CR     2+3/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA   26   CR         3   TR  7   CH  6   NT  Eb-         43/48   voff=0
BA   26   CR         3   TR  8   CH  7   NT  Bb--        43/48   voff=0
BA   26   CR         3   TR  9   CH  9   NT  Eb--        43/96   voff=0
BA   26   CR         3   TR 10   CH 10   NT  D--          1/48   voff=0
BA   26   CR         3   TR 10   CH 10   NT  C--          1/48   voff=0
BA   26   CR     3+1/2   TR  9   CH  9   NT  Eb--        43/96   voff=0
BA   26   CR     3+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   26   CR     3+3/4   TR 10   CH 10   NT  D--          1/48   voff=0

BA   27   CR         0   TR  7   CH  6   NT  E-          43/48   voff=0
BA   27   CR         0   TR  8   CH  7   NT  B--         43/48   voff=0
BA   27   CR         0   TR  9   CH  9   NT  E--         43/96   voff=0
BA   27   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   27   CR         0   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   27   CR       1/2   TR  9   CH  9   NT  E--         43/96   voff=0
BA   27   CR         1   TR  7   CH  6   NT  Eb-         43/48   voff=0
BA   27   CR         1   TR  8   CH  7   NT  Bb--        43/48   voff=0
BA   27   CR         1   TR  9   CH  9   NT  Eb--        43/96   voff=0
BA   27   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA   27   CR         1   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   27   CR     1+1/2   TR  2   CH  1   NT  A           91/96   voff=0
BA   27   CR     1+1/2   TR  9   CH  9   NT  Eb--        43/96   voff=0
BA   27   CR         2   TR  7   CH  6   NT  D-          43/48   voff=0
BA   27   CR         2   TR  8   CH  7   NT  A--         43/48   voff=0
BA   27   CR         2   TR  9   CH  9   NT  D--         43/96   voff=0
BA   27   CR         2   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   27   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   27   CR     2+1/2   TR  2   CH  1   NT  B           43/96   voff=0
BA   27   CR     2+1/2   TR  9   CH  9   NT  D--         43/96   voff=0
BA   27   CR         3   TR  2   CH  1   NT  C'          43/96   voff=0
BA   27   CR         3   TR  7   CH  6   NT  C-          43/48   voff=0
BA   27   CR         3   TR  8   CH  7   NT  G--         43/48   voff=0
BA   27   CR         3   TR  9   CH  9   NT  C--         43/96   voff=0
BA   27   CR         3   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   27   CR         3   TR 10   CH 10   NT  C--          1/48   voff=0
BA   27   CR     3+1/2   TR  2   CH  1   NT  D'          43/96   voff=0
BA   27   CR     3+1/2   TR  9   CH  9   NT  C--         43/96   voff=0

BA   28   CR         0   TR  2   CH  1   NT  E'        1+19/24   voff=0
BA   28   CR         0   TR  7   CH  6   NT  F--         43/96   voff=0
BA   28   CR         0   TR  9   CH  9   NT  F---        43/96   voff=0
BA   28   CR         0   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   28   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   28   CR       1/2   TR  7   CH  6   NT  C-          43/96   voff=0
BA   28   CR       1/2   TR  9   CH  9   NT  F---        43/96   voff=0
BA   28   CR       1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   28   CR         1   TR  7   CH  6   NT  B--         43/96   voff=0
BA   28   CR         1   TR 10   CH 10   NT  F#--         1/48   voff=0
BA   28   CR     1+1/2   TR  7   CH  6   NT  F--         43/96   voff=0
BA   28   CR     1+1/2   TR  9   CH  9   NT  F---        43/96   voff=0
BA   28   CR     1+1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   28   CR         2   TR  7   CH  6   NT  B--         43/96   voff=0
BA   28   CR         2   TR  9   CH  9   NT  F---        43/96   voff=0
BA   28   CR         2   TR 10   CH 10   NT  F#--         1/48   voff=0
BA   28   CR         2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   28   CR     2+1/2   TR  2   CH  1   NT  A           43/96   voff=0
BA   28   CR     2+1/2   TR  7   CH  6   NT  C-          43/96   voff=0
BA   28   CR     2+1/2   TR  9   CH  9   NT  F---        43/96   voff=0
BA   28   CR         3   TR  2   CH  1   NT  E'          43/96   voff=0
BA   28   CR         3   TR 10   CH 10   NT  F#--         1/48   voff=0
BA   28   CR     3+1/2   TR  2   CH  1   NT  D'        1+19/48   voff=0
BA   28   CR     3+1/2   TR  7   CH  6   NT  G--         43/96   voff=0
BA   28   CR     3+1/2   TR  8   CH  7   NT  D--         43/96   voff=0
BA   28   CR     3+1/2   TR  9   CH  9   NT  G---        43/96   voff=0
BA   28   CR     3+1/2   TR 10   CH 10   NT  C--          1/48   voff=0

BA   29   CR         0   TR 10   CH 10   NT  F#--         1/48   voff=0
BA   29   CR       1/2   TR  7   CH  6   NT  G--         43/96   voff=0
BA   29   CR       1/2   TR  8   CH  7   NT  D--         43/96   voff=0
BA   29   CR       1/2   TR  9   CH  9   NT  G---        43/96   voff=0
BA   29   CR       1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   29   CR         1   TR 10   CH 10   NT  F#--         1/48   voff=0
BA   29   CR     1+1/2   TR  2   CH  1   NT  D'          91/96   voff=0
BA   29   CR     1+1/2   TR  7   CH  6   NT  G--         43/96   voff=0
BA   29   CR     1+1/2   TR  8   CH  7   NT  D--         43/96   voff=0
BA   29   CR     1+1/2   TR  9   CH  9   NT  G---        43/96   voff=0
BA   29   CR     1+1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   29   CR         2   TR 10   CH 10   NT  F#--         1/48   voff=0
BA   29   CR         2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   29   CR     2+1/2   TR  2   CH  1   NT  C'          43/96   voff=0
BA   29   CR     2+1/2   TR  7   CH  6   NT  G--         43/96   voff=0
BA   29   CR     2+1/2   TR  8   CH  7   NT  D--         43/96   voff=0
BA   29   CR     2+1/2   TR  9   CH  9   NT  G---        43/96   voff=0
BA   29   CR     2+1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   29   CR         3   TR  2   CH  1   NT  B           43/96   voff=0
BA   29   CR         3   TR  7   CH  6   NT  G--         43/48   voff=0
BA   29   CR         3   TR  8   CH  7   NT  D--         43/48   voff=0
BA   29   CR         3   TR  9   CH  9   NT  G---        43/48   voff=0
BA   29   CR         3   TR 10   CH 10   NT  F#--         1/48   voff=0
BA   29   CR         3   TR 10   CH 10   NT  C--          1/48   voff=0
BA   29   CR     3+1/2   TR  2   CH  1   NT  A           43/96   voff=0

BA   30   CR         0   TR  2   CH  1   NT  G         1+19/24   voff=0
BA   30   CR         0   TR  7   CH  6   NT  E--         43/96   voff=0
BA   30   CR         0   TR  9   CH  9   NT  E---        43/96   voff=0
BA   30   CR         0   TR 10   CH 10   NT  F#--         1/48   voff=0
BA   30   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   30   CR         0   TR 11   CH 11   NT  G'        3+43/96   von=80   voff=0
BA   30   CR         0   TR 11   CH 11   NT  B'        3+43/96   voff=0
BA   30   CR       1/2   TR  7   CH  6   NT  B--         43/96   voff=0
BA   30   CR       1/2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   30   CR       1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   30   CR         1   TR  7   CH  6   NT  A--         43/96   voff=0
BA   30   CR         1   TR 10   CH 10   NT  F#--         1/48   voff=0
BA   30   CR     1+1/2   TR  7   CH  6   NT  E--         43/96   voff=0
BA   30   CR     1+1/2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   30   CR     1+1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   30   CR         2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   30   CR         2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   30   CR         2   TR 10   CH 10   NT  F#--         1/48   voff=0
BA   30   CR         2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   30   CR     2+1/2   TR  2   CH  1   NT  E           43/96   voff=0
BA   30   CR     2+1/2   TR  7   CH  6   NT  B--         43/96   voff=0
BA   30   CR     2+1/2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   30   CR         3   TR  2   CH  1   NT  D'          43/96   voff=0
BA   30   CR         3   TR 10   CH 10   NT  F#--         1/48   voff=0
BA   30   CR     3+1/2   TR  2   CH  1   NT  C'        1+27/32   voff=0
BA   30   CR     3+1/2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   30   CR     3+1/2   TR  8   CH  7   NT  E--         43/96   voff=0
BA   30   CR     3+1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   30   CR     3+1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   30   CR     3+1/2   TR 11   CH 11   NT  A'         2+7/24   voff=0
BA   30   CR     3+1/2   TR 11   CH 11   NT  C''        2+7/24   voff=0

BA   31   CR         0   TR 10   CH 10   NT  F#--         1/48   voff=0
BA   31   CR       1/2   TR  7   CH  6   NT  B--         43/96   voff=0
BA   31   CR       1/2   TR  8   CH  7   NT  F#--        43/96   voff=0
BA   31   CR       1/2   TR  9   CH  9   NT  A----       43/96   voff=0
BA   31   CR       1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   31   CR         1   TR 10   CH 10   NT  F#--         1/48   voff=0
BA   31   CR     1+1/2   TR  7   CH  6   NT  C-          43/96   voff=0
BA   31   CR     1+1/2   TR  8   CH  7   NT  G--         43/96   voff=0
BA   31   CR     1+1/2   TR  9   CH  9   NT  A----       43/96   voff=0
BA   31   CR     1+1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   31   CR         2   TR  2   CH  1   NT  C'          43/48   voff=0
BA   31   CR         2   TR  3   CH  2   NT  E'          43/48   voff=0
BA   31   CR         2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   31   CR     2+1/8   TR 10   CH 10   NT  D--          1/48   voff=0
BA   31   CR     2+1/2   TR  7   CH  6   NT  G--         43/96   voff=0
BA   31   CR     2+1/2   TR  8   CH  7   NT  D--         43/96   voff=0
BA   31   CR     2+1/2   TR  9   CH  9   NT  G---        43/96   voff=0
BA   31   CR     2+1/2   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   31   CR     2+1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   31   CR         3   TR  2   CH  1   NT  B           43/48   voff=0
BA   31   CR         3   TR  3   CH  2   NT  D'          43/48   voff=0
BA   31   CR         3   TR  7   CH  6   NT  G--         43/48   voff=0
BA   31   CR         3   TR  8   CH  7   NT  D--         43/48   voff=0
BA   31   CR         3   TR  9   CH  9   NT  G---        43/48   voff=0
BA   31   CR         3   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   31   CR         3   TR 10   CH 10   NT  C--          1/48   voff=0

BA   32   CR         0   TR  2   CH  1   NT  A         1+19/24   voff=0
BA   32   CR         0   TR  3   CH  2   NT  C'        1+19/24   voff=0
BA   32   CR         0   TR  7   CH  6   NT  G--         43/96   voff=0
BA   32   CR         0   TR  9   CH  9   NT  G---        43/96   voff=0
BA   32   CR         0   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   32   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   32   CR       1/2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   32   CR       1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   32   CR         1   TR  7   CH  6   NT  C-          43/96   voff=0
BA   32   CR         1   TR  9   CH  9   NT  C--         43/96   voff=0
BA   32   CR         1   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   32   CR         1   TR 10   CH 10   NT  D--          1/48   voff=0
BA   32   CR     1+1/2   TR  7   CH  6   NT  E-          43/96   voff=0
BA   32   CR     1+1/2   TR  9   CH  9   NT  E--         43/96   voff=0
BA   32   CR         2   TR  7   CH  6   NT  G-          43/96   voff=0
BA   32   CR         2   TR  9   CH  9   NT  G--         43/96   voff=0
BA   32   CR         2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   32   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   32   CR     2+1/2   TR  2   CH  1   NT  A           43/96   voff=0
BA   32   CR     2+1/2   TR  7   CH  6   NT  A-          43/96   voff=0
BA   32   CR     2+1/2   TR  9   CH  9   NT  E--         43/96   voff=0
BA   32   CR     2+1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   32   CR         3   TR  2   CH  1   NT  B           43/96   voff=0
BA   32   CR         3   TR  7   CH  6   NT  C           43/96   voff=0
BA   32   CR         3   TR  9   CH  9   NT  C--         43/96   voff=0
BA   32   CR         3   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   32   CR         3   TR 10   CH 10   NT  D--          1/48   voff=0
BA   32   CR     3+1/2   TR  2   CH  1   NT  C'          43/96   voff=0
BA   32   CR     3+1/2   TR  7   CH  6   NT  E           43/96   voff=0
BA   32   CR     3+1/2   TR  9   CH  9   NT  G---        43/96   voff=0

BA   33   CR         0   TR  2   CH  1   NT  Eb'       1+11/32   voff=0
BA   33   CR         0   TR  7   CH  6   NT  B--         43/96   voff=0
BA   33   CR         0   TR  9   CH  9   NT  B---        43/96   voff=0
BA   33   CR         0   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   33   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   33   CR       1/2   TR  7   CH  6   NT  Eb-         43/96   voff=0
BA   33   CR       1/2   TR  9   CH  9   NT  Eb--        43/96   voff=0
BA   33   CR         1   TR  7   CH  6   NT  F#-         43/96   voff=0
BA   33   CR         1   TR  9   CH  9   NT  F#--        43/96   voff=0
BA   33   CR         1   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   33   CR         1   TR 10   CH 10   NT  D--          1/48   voff=0
BA   33   CR     1+1/2   TR  7   CH  6   NT  A-          43/96   voff=0
BA   33   CR     1+1/2   TR  9   CH  9   NT  A--         43/96   voff=0
BA   33   CR         2   TR  2   CH  1   NT  F#'       1+19/24   voff=0
BA   33   CR         2   TR  7   CH  6   NT  B-          43/96   voff=0
BA   33   CR         2   TR  9   CH  9   NT  B--         43/96   voff=0
BA   33   CR         2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   33   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   33   CR     2+1/2   TR  7   CH  6   NT  Eb          43/96   voff=0
BA   33   CR     2+1/2   TR  9   CH  9   NT  G#--        43/96   voff=0
BA   33   CR     2+1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   33   CR         3   TR  7   CH  6   NT  F#          43/96   voff=0
BA   33   CR         3   TR  9   CH  9   NT  F#--        43/96   voff=0
BA   33   CR         3   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   33   CR         3   TR 10   CH 10   NT  D--          1/48   voff=0
BA   33   CR     3+1/2   TR  7   CH  6   NT  A           43/96   voff=0
BA   33   CR     3+1/2   TR  9   CH  9   NT  B---        43/96   voff=0

BA   34   CR         0   TR  2   CH  1   NT  E'        6+67/96   voff=0
BA   34   CR         0   TR  7   CH  6   NT  E-          15/32   voff=0
BA   34   CR         0   TR  8   CH  7   NT  B--         15/32   voff=0
BA   34   CR         0   TR  9   CH  9   NT  E---        15/32   voff=0
BA   34   CR         0   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   34   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   34   CR       3/4   TR  7   CH  6   NT  E-          15/32   voff=0
BA   34   CR       3/4   TR  8   CH  7   NT  B--         15/32   voff=0
BA   34   CR       3/4   TR  9   CH  9   NT  E---        15/32   voff=0
BA   34   CR       3/4   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   34   CR       3/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   34   CR     1+1/2   TR  7   CH  6   NT  E-           7/32   voff=0
BA   34   CR     1+1/2   TR  8   CH  7   NT  B--          7/32   voff=0
BA   34   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   34   CR     1+3/4   TR  7   CH  6   NT  E-           7/32   voff=0
BA   34   CR     1+3/4   TR  8   CH  7   NT  B--          7/32   voff=0
BA   34   CR     1+3/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA   34   CR         2   TR  7   CH  6   NT  F#-         15/32   voff=0
BA   34   CR         2   TR  8   CH  7   NT  C#-         15/32   voff=0
BA   34   CR         2   TR  9   CH  9   NT  F#---       15/32   voff=0
BA   34   CR         2   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   34   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   34   CR     2+3/4   TR  7   CH  6   NT  F#-         15/32   voff=0
BA   34   CR     2+3/4   TR  8   CH  7   NT  C#-         15/32   voff=0
BA   34   CR     2+3/4   TR  9   CH  9   NT  F#---       15/32   voff=0
BA   34   CR     2+3/4   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   34   CR     2+3/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   34   CR     3+1/2   TR  7   CH  6   NT  F#-          7/32   voff=0
BA   34   CR     3+1/2   TR  8   CH  7   NT  C#-          7/32   voff=0
BA   34   CR     3+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   34   CR     3+3/4   TR  7   CH  6   NT  F#-          7/32   voff=0
BA   34   CR     3+3/4   TR  8   CH  7   NT  C#-          7/32   voff=0
BA   34   CR     3+3/4   TR 10   CH 10   NT  D--          1/48   voff=0

BA   35   CR         0   TR  5   CH  4   Instrument 32
BA   35   CR         0   TR  5   CH  4   NT  E         3+91/96   von=120   voff=0
BA   35   CR         0   TR  6   CH  5   Instrument 32
BA   35   CR         0   TR  6   CH  5   NT  B-        3+91/96   voff=0
BA   35   CR         0   TR  7   CH  6   NT  G#-         23/48   voff=0
BA   35   CR         0   TR  8   CH  7   NT  Eb-         23/48   voff=0
BA   35   CR         0   TR  9   CH  9   NT  G#---       23/48   voff=0
BA   35   CR         0   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   35   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   35   CR       2/3   TR  7   CH  6   NT  G#-         23/48   voff=0
BA   35   CR       2/3   TR  8   CH  7   NT  Eb-         23/48   voff=0
BA   35   CR       2/3   TR  9   CH  9   NT  G#---       23/48   voff=0
BA   35   CR         1   TR 10   CH 10   NT  D--          1/48   voff=0
BA   35   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA   35   CR     1+1/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA   35   CR     1+1/3   TR  7   CH  6   NT  G#-         23/48   voff=0
BA   35   CR     1+1/3   TR  8   CH  7   NT  Eb-         23/48   voff=0
BA   35   CR     1+1/3   TR  9   CH  9   NT  G#---       23/48   voff=0
BA   35   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   35   CR     1+3/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA   35   CR         2   TR  7   CH  6   NT  G#-         23/48   voff=0
BA   35   CR         2   TR  8   CH  7   NT  Eb-         23/48   voff=0
BA   35   CR         2   TR  9   CH  9   NT  G#---       23/48   voff=0
BA   35   CR         2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   35   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   35   CR     2+1/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA   35   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   35   CR     2+2/3   TR  7   CH  6   NT  G#-         23/48   voff=0
BA   35   CR     2+2/3   TR  8   CH  7   NT  Eb-         23/48   voff=0
BA   35   CR     2+2/3   TR  9   CH  9   NT  G#---       23/48   voff=0
BA   35   CR     2+3/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA   35   CR         3   TR 10   CH 10   NT  D--          1/48   voff=0
BA   35   CR         3   TR 10   CH 10   NT  C--          1/48   voff=0
BA   35   CR     3+1/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA   35   CR     3+1/3   TR  7   CH  6   NT  G#-         23/48   voff=0
BA   35   CR     3+1/3   TR  8   CH  7   NT  Eb-         23/48   voff=0
BA   35   CR     3+1/3   TR  9   CH  9   NT  G#---       23/48   voff=0
BA   35   CR     3+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   35   CR     3+3/4   TR 10   CH 10   NT  D--          1/48   voff=0

BA   36   CR         0   TR  5   CH  4   NT  B-           7/32   voff=0
BA   36   CR         0   TR  6   CH  5   NT  G#-          7/32   voff=0
BA   36   CR       1/4   TR  5   CH  4   NT  B-           7/32   voff=0
BA   36   CR       1/4   TR  6   CH  5   NT  G#-          7/32   voff=0
BA   36   CR       1/2   TR  5   CH  4   NT  B-           7/32   voff=0
BA   36   CR       1/2   TR  6   CH  5   NT  G#-          7/32   voff=0
BA   36   CR       3/4   TR  5   CH  4   NT  B-           7/32   voff=0
BA   36   CR       3/4   TR  6   CH  5   NT  G#-          7/32   voff=0
BA   36   CR         1   TR  5   CH  4   NT  B-           7/32   voff=0
BA   36   CR         1   TR  6   CH  5   NT  G#-          7/32   voff=0
BA   36   CR     1+1/4   TR  5   CH  4   NT  B-           7/32   voff=0
BA   36   CR     1+1/4   TR  6   CH  5   NT  G#-          7/32   voff=0
BA   36   CR     1+1/2   TR  5   CH  4   NT  B-           7/32   voff=0
BA   36   CR     1+1/2   TR  6   CH  5   NT  G#-          7/32   voff=0
BA   36   CR     1+1/2   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   36   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   36   CR     1+3/4   TR  5   CH  4   NT  B-           7/32   voff=0
BA   36   CR     1+3/4   TR  6   CH  5   NT  G#-          7/32   voff=0
BA   36   CR         2   TR  5   CH  4   NT  B-           7/32   voff=0
BA   36   CR         2   TR  6   CH  5   NT  G#-          7/32   voff=0
BA   36   CR         2   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   36   CR         2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   36   CR     2+1/4   TR  5   CH  4   NT  B-           7/32   voff=0
BA   36   CR     2+1/4   TR  6   CH  5   NT  G#-          7/32   voff=0
BA   36   CR     2+1/2   TR  5   CH  4   NT  B-           7/32   voff=0
BA   36   CR     2+1/2   TR  6   CH  5   NT  G#-          7/32   voff=0
BA   36   CR     2+1/2   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   36   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   36   CR     2+3/4   TR  5   CH  4   NT  B-           7/32   voff=0
BA   36   CR     2+3/4   TR  6   CH  5   NT  G#-          7/32   voff=0
