format=1 tracks=19 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 120
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "TECHBASS #2 (MIDI)"
BA   58   CR     2+1/4   TR  1   CH  1   NT  D'''        47/96   voff=99
BA   58   CR     2+1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   58   CR     2+1/4   TR  2   CH  2   NT  D'''        47/96   voff=99
BA   58   CR     2+1/4   TR  2   CH  2   NT  D''         47/96   voff=99
BA   58   CR     2+1/4   TR 13   CH 10   NT  C--         23/96   von=97   voff=97
BA   58   CR     2+1/4   TR 15   CH 10   NT  D--         23/96   voff=95
BA   58   CR     2+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   58   CR     2+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   58   CR     2+1/2   TR  2   CH  2   NT  C'''        47/96   voff=99
BA   58   CR     2+1/2   TR  2   CH  2   NT  C''         47/96   voff=99
BA   58   CR     2+1/2   TR  3   CH  3   NT  F'          47/96   voff=99
BA   58   CR     2+1/2   TR  3   CH  3   NT  F           47/96   voff=99
BA   58   CR     2+1/2   TR  4   CH  4   NT  F-          47/96   voff=99
BA   58   CR     2+1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   58   CR     2+1/2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   58   CR     2+1/2   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   58   CR     2+3/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   58   CR     2+3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   58   CR     2+3/4   TR  2   CH  2   NT  Bb''        47/96   voff=99
BA   58   CR     2+3/4   TR  2   CH  2   NT  Bb'         47/96   voff=99
BA   58   CR     2+3/4   TR 13   CH 10   NT  C--         23/96   von=94   voff=94
BA   58   CR         3   TR  1   CH  1   NT  A''         47/96   voff=99
BA   58   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA   58   CR         3   TR  2   CH  2   NT  A''         47/96   voff=99
BA   58   CR         3   TR  2   CH  2   NT  A'          47/96   voff=99
BA   58   CR         3   TR  3   CH  3   NT  G'          47/96   voff=99
BA   58   CR         3   TR  3   CH  3   NT  G           47/96   voff=99
BA   58   CR         3   TR  4   CH  4   NT  G-          47/96   voff=99
BA   58   CR         3   TR  9   CH 11   NT  F-          47/96   voff=99
BA   58   CR         3   TR 10   CH 12   NT  F-          47/96   voff=99
BA   58   CR         3   TR 15   CH 10   NT  D--         23/96   voff=95
BA   58   CR         3   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   58   CR     3+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   58   CR     3+1/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   58   CR     3+1/4   TR  2   CH  2   NT  Bb'         47/96   voff=99
BA   58   CR     3+1/4   TR  2   CH  2   NT  Bb''        47/96   voff=99
BA   58   CR     3+1/4   TR 13   CH 10   NT  C--         23/96   von=95   voff=95
BA   58   CR     3+1/4   TR 17   CH 10   NT  Eb          23/96   voff=95
BA   58   CR     3+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   58   CR     3+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   58   CR     3+1/2   TR  2   CH  2   NT  C'''        47/96   voff=99
BA   58   CR     3+1/2   TR  2   CH  2   NT  C''         47/96   voff=99
BA   58   CR     3+1/2   TR  3   CH  3   NT  A'          47/96   voff=99
BA   58   CR     3+1/2   TR  3   CH  3   NT  A           47/96   voff=99
BA   58   CR     3+1/2   TR  4   CH  4   NT  A-          47/96   von=95   voff=95
BA   58   CR     3+1/2   TR  9   CH 11   NT  F-          47/96   voff=99
BA   58   CR     3+1/2   TR 10   CH 12   NT  F-          47/96   voff=99
BA   58   CR     3+1/2   TR 11   CH 13   NT  F--         47/96   voff=99
BA   58   CR     3+1/2   TR 11   CH 13   NT  F-          47/96   voff=99
BA   58   CR     3+1/2   TR 12   CH 14   NT  F--         47/96   voff=99
BA   58   CR     3+1/2   TR 12   CH 14   NT  F-          47/96   voff=99
BA   58   CR     3+1/2   TR 13   CH 10   NT  C--         23/96   voff=95
BA   58   CR     3+1/2   TR 15   CH 10   NT  D--         23/96   voff=95
BA   58   CR     3+1/2   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   58   CR     3+3/4   TR  1   CH  1   NT  A''         23/96   voff=99
BA   58   CR     3+3/4   TR  1   CH  1   NT  A'          23/96   voff=99
BA   58   CR     3+3/4   TR  2   CH  2   NT  A''         23/96   voff=99
BA   58   CR     3+3/4   TR  2   CH  2   NT  A'          23/96   voff=99
BA   58   CR     3+3/4   TR 17   CH 10   NT  Eb          23/96   voff=95

BA   59   CR         0   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   59   CR         0   TR  2   CH  2   NT  Eb'         47/96   voff=99
BA   59   CR         0   TR  3   CH  3   NT  Bb'         47/96   voff=99
BA   59   CR         0   TR  3   CH  3   NT  Bb          47/96   voff=99
BA   59   CR         0   TR  5   CH  5   NT  Bb          47/96   voff=99
BA   59   CR         0   TR 11   CH 13   NT  G--       7+95/96   voff=99
BA   59   CR         0   TR 11   CH 13   NT  G-        7+95/96   voff=99
BA   59   CR         0   TR 12   CH 14   NT  G--       7+95/96   voff=99
BA   59   CR         0   TR 12   CH 14   NT  G-        7+95/96   voff=99
BA   59   CR         0   TR 18   CH 10   NT  G-          47/96   voff=99
BA   59   CR         0   TR 18   CH 10   NT  C#-         47/96   voff=99
BA   59   CR       1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   59   CR       1/4   TR  2   CH  2   NT  D'          47/96   voff=99
BA   59   CR       1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   59   CR       1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   59   CR       3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   59   CR       3/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   59   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA   59   CR         1   TR  2   CH  2   NT  A           47/96   voff=99
BA   59   CR     1+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   59   CR     1+1/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   59   CR     1+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   59   CR     1+1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   59   CR     1+1/2   TR  3   CH  3   NT  A           47/96   voff=99
BA   59   CR     1+1/2   TR  3   CH  3   NT  A'          47/96   voff=99
BA   59   CR     1+1/2   TR  5   CH  5   NT  A           47/96   voff=99
BA   59   CR     1+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA   59   CR     1+3/4   TR  2   CH  2   NT  A           47/96   voff=99
BA   59   CR     1+3/4   TR  3   CH  3   NT  Bb'         47/96   voff=99
BA   59   CR     1+3/4   TR  3   CH  3   NT  Bb          47/96   voff=99
BA   59   CR     1+3/4   TR  5   CH  5   NT  Bb          47/96   voff=99
BA   59   CR         2   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   59   CR         2   TR  2   CH  2   NT  Eb'         47/96   voff=99
BA   59   CR         2   TR  3   CH  3   NT  C''         47/96   voff=99
BA   59   CR         2   TR  3   CH  3   NT  C'          47/96   voff=99
BA   59   CR         2   TR  5   CH  5   NT  C'          47/96   voff=99
BA   59   CR     2+1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   59   CR     2+1/4   TR  2   CH  2   NT  D'          47/96   voff=99
BA   59   CR     2+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   59   CR     2+1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   59   CR     2+3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   59   CR     2+3/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   59   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA   59   CR         3   TR  2   CH  2   NT  A           47/96   voff=99
BA   59   CR     3+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   59   CR     3+1/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   59   CR     3+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   59   CR     3+1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   59   CR     3+1/2   TR  3   CH  3   NT  Bb          47/96   voff=99
BA   59   CR     3+1/2   TR  3   CH  3   NT  Bb'         47/96   voff=99
BA   59   CR     3+1/2   TR  5   CH  5   NT  Bb          47/96   voff=99
BA   59   CR     3+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA   59   CR     3+3/4   TR  2   CH  2   NT  A           23/96   voff=99
BA   59   CR     3+3/4   TR  3   CH  3   NT  A'          47/96   voff=99
BA   59   CR     3+3/4   TR  3   CH  3   NT  A           47/96   voff=99
BA   59   CR     3+3/4   TR  5   CH  5   NT  A           47/96   voff=99

BA   60   CR         0   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   60   CR         0   TR  2   CH  2   NT  Eb'         47/96   voff=99
BA   60   CR         0   TR  3   CH  3   NT  Bb'         47/96   voff=99
BA   60   CR         0   TR  3   CH  3   NT  Bb          47/96   voff=99
BA   60   CR         0   TR  5   CH  5   NT  Bb          47/96   voff=99
BA   60   CR       1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   60   CR       1/4   TR  2   CH  2   NT  D'          47/96   voff=99
BA   60   CR       1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   60   CR       1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   60   CR       3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   60   CR       3/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   60   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA   60   CR         1   TR  2   CH  2   NT  A           47/96   voff=99
BA   60   CR     1+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   60   CR     1+1/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   60   CR     1+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   60   CR     1+1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   60   CR     1+1/2   TR  3   CH  3   NT  A           47/96   voff=99
BA   60   CR     1+1/2   TR  3   CH  3   NT  A'          47/96   voff=99
BA   60   CR     1+1/2   TR  5   CH  5   NT  A           47/96   voff=99
BA   60   CR     1+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA   60   CR     1+3/4   TR  2   CH  2   NT  A           47/96   voff=99
BA   60   CR     1+3/4   TR  3   CH  3   NT  Bb'         47/96   voff=99
BA   60   CR     1+3/4   TR  3   CH  3   NT  Bb          47/96   voff=99
BA   60   CR     1+3/4   TR  5   CH  5   NT  Bb          47/96   voff=99
BA   60   CR         2   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   60   CR         2   TR  2   CH  2   NT  Eb'         47/96   voff=99
BA   60   CR         2   TR  3   CH  3   NT  C''         47/96   voff=99
BA   60   CR         2   TR  3   CH  3   NT  C'          47/96   voff=99
BA   60   CR         2   TR  5   CH  5   NT  C'          47/96   voff=99
BA   60   CR     2+1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   60   CR     2+1/4   TR  2   CH  2   NT  D'          47/96   voff=99
BA   60   CR     2+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   60   CR     2+1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   60   CR     2+1/2   TR  3   CH  3   NT  Bb'         47/96   voff=99
BA   60   CR     2+1/2   TR  3   CH  3   NT  Bb          47/96   voff=99
BA   60   CR     2+1/2   TR  5   CH  5   NT  Bb          47/96   voff=99
BA   60   CR     2+3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   60   CR     2+3/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   60   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA   60   CR         3   TR  2   CH  2   NT  A           47/96   voff=99
BA   60   CR         3   TR  3   CH  3   NT  A           47/96   voff=99
BA   60   CR         3   TR  3   CH  3   NT  A'          47/96   voff=99
BA   60   CR         3   TR  5   CH  5   NT  A           47/96   voff=99
BA   60   CR     3+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   60   CR     3+1/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   60   CR     3+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   60   CR     3+1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   60   CR     3+1/2   TR  3   CH  3   NT  G           47/96   voff=99
BA   60   CR     3+1/2   TR  3   CH  3   NT  G'          47/96   voff=99
BA   60   CR     3+1/2   TR  5   CH  5   NT  G           47/96   voff=99
BA   60   CR     3+3/4   TR  1   CH  1   NT  A'          23/96   voff=99
BA   60   CR     3+3/4   TR  2   CH  2   NT  A           23/96   voff=99

BA   61   CR         0   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   61   CR         0   TR  2   CH  2   NT  Eb'         47/96   voff=99
BA   61   CR         0   TR  3   CH  3   NT  Eb          47/96   voff=99
BA   61   CR         0   TR  3   CH  3   NT  Eb'         47/96   voff=99
BA   61   CR         0   TR  5   CH  5   NT  Eb          47/96   voff=99
BA   61   CR         0   TR 11   CH 13   NT  Eb--      7+47/96   voff=99
BA   61   CR         0   TR 11   CH 13   NT  Eb-       7+47/96   voff=99
BA   61   CR         0   TR 12   CH 14   NT  Eb--      7+47/96   voff=99
BA   61   CR         0   TR 12   CH 14   NT  Eb-       7+47/96   voff=99
BA   61   CR       1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   61   CR       1/4   TR  2   CH  2   NT  D'          47/96   voff=99
BA   61   CR       1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   61   CR       1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   61   CR       3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   61   CR       3/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   61   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA   61   CR         1   TR  2   CH  2   NT  A           47/96   voff=99
BA   61   CR     1+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   61   CR     1+1/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   61   CR     1+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   61   CR     1+1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   61   CR     1+1/2   TR  3   CH  3   NT  Bb'         47/96   voff=99
BA   61   CR     1+1/2   TR  3   CH  3   NT  Bb          47/96   voff=99
BA   61   CR     1+1/2   TR  5   CH  5   NT  Bb          47/96   voff=99
BA   61   CR     1+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA   61   CR     1+3/4   TR  2   CH  2   NT  A           47/96   voff=99
BA   61   CR         2   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   61   CR         2   TR  2   CH  2   NT  Eb'         47/96   voff=99
BA   61   CR     2+1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   61   CR     2+1/4   TR  2   CH  2   NT  D'          47/96   voff=99
BA   61   CR     2+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   61   CR     2+1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   61   CR     2+3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   61   CR     2+3/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   61   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA   61   CR         3   TR  2   CH  2   NT  A           47/96   voff=99
BA   61   CR     3+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   61   CR     3+1/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   61   CR     3+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   61   CR     3+1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   61   CR     3+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA   61   CR     3+3/4   TR  2   CH  2   NT  A           23/96   voff=99

BA   62   CR         0   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   62   CR         0   TR  2   CH  2   NT  Eb'         47/96   voff=99
BA   62   CR         0   TR  3   CH  3   NT  Bb'         47/96   voff=99
BA   62   CR         0   TR  3   CH  3   NT  Bb          47/96   voff=99
BA   62   CR         0   TR  5   CH  5   NT  Bb          47/96   voff=99
BA   62   CR       1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   62   CR       1/4   TR  2   CH  2   NT  D'          47/96   voff=99
BA   62   CR       1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   62   CR       1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   62   CR       3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   62   CR       3/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   62   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA   62   CR         1   TR  2   CH  2   NT  A           47/96   voff=99
BA   62   CR     1+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   62   CR     1+1/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   62   CR     1+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   62   CR     1+1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   62   CR     1+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA   62   CR     1+3/4   TR  2   CH  2   NT  A           47/96   voff=99
BA   62   CR         2   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   62   CR         2   TR  2   CH  2   NT  Eb'         47/96   voff=99
BA   62   CR         2   TR  3   CH  3   NT  Eb'         47/96   voff=99
BA   62   CR         2   TR  3   CH  3   NT  Eb          47/96   voff=99
BA   62   CR         2   TR  5   CH  5   NT  Eb          47/96   voff=99
BA   62   CR     2+1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   62   CR     2+1/4   TR  2   CH  2   NT  D'          47/96   voff=99
BA   62   CR     2+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   62   CR     2+1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   62   CR     2+1/2   TR  3   CH  3   NT  F'          47/96   voff=99
BA   62   CR     2+1/2   TR  3   CH  3   NT  F           47/96   voff=99
BA   62   CR     2+1/2   TR  5   CH  5   NT  F           47/96   voff=99
BA   62   CR     2+3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   62   CR     2+3/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   62   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA   62   CR         3   TR  2   CH  2   NT  A           47/96   voff=99
BA   62   CR         3   TR  3   CH  3   NT  G'          47/96   voff=99
BA   62   CR         3   TR  3   CH  3   NT  G           47/96   voff=99
BA   62   CR         3   TR  5   CH  5   NT  G           47/96   voff=99
BA   62   CR     3+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   62   CR     3+1/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   62   CR     3+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   62   CR     3+1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   62   CR     3+1/2   TR  3   CH  3   NT  A           47/96   voff=99
BA   62   CR     3+1/2   TR  3   CH  3   NT  A'          47/96   voff=99
BA   62   CR     3+1/2   TR  5   CH  5   NT  A           47/96   voff=99
BA   62   CR     3+1/2   TR 11   CH 13   NT  F--         47/96   voff=99
BA   62   CR     3+1/2   TR 11   CH 13   NT  F-          47/96   voff=99
BA   62   CR     3+1/2   TR 12   CH 14   NT  F--         47/96   voff=99
BA   62   CR     3+1/2   TR 12   CH 14   NT  F-          47/96   voff=99
BA   62   CR     3+3/4   TR  1   CH  1   NT  A'          23/96   voff=99
BA   62   CR     3+3/4   TR  2   CH  2   NT  A           23/96   voff=99

BA   63   CR         0   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   63   CR         0   TR  1   CH  1   NT  Eb'''       47/96   voff=99
BA   63   CR         0   TR  2   CH  2   NT  Eb'         47/96   voff=99
BA   63   CR         0   TR  3   CH  3   NT  Bb          47/96   voff=99
BA   63   CR         0   TR  3   CH  3   NT  Bb'         47/96   voff=99
BA   63   CR         0   TR  5   CH  5   NT  Bb          47/96   voff=99
BA   63   CR         0   TR 11   CH 13   NT  G--       7+95/96   voff=99
BA   63   CR         0   TR 11   CH 13   NT  G-        7+95/96   voff=99
BA   63   CR         0   TR 12   CH 14   NT  G--       7+95/96   voff=99
BA   63   CR         0   TR 12   CH 14   NT  G-        7+95/96   voff=99
BA   63   CR         0   TR 18   CH 10   NT  C#-         47/96   voff=99
BA   63   CR         0   TR 18   CH 10   NT  G-          47/96   voff=99
BA   63   CR       1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   63   CR       1/4   TR  1   CH  1   NT  D'''        47/96   voff=99
BA   63   CR       1/4   TR  2   CH  2   NT  D'          47/96   voff=99
BA   63   CR       1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   63   CR       1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   63   CR       1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   63   CR       3/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   63   CR       3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   63   CR       3/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   63   CR         1   TR  1   CH  1   NT  A''         47/96   voff=99
BA   63   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA   63   CR         1   TR  2   CH  2   NT  A           47/96   voff=99
BA   63   CR     1+1/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   63   CR     1+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   63   CR     1+1/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   63   CR     1+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   63   CR     1+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   63   CR     1+1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   63   CR     1+1/2   TR  3   CH  3   NT  A'          47/96   voff=99
BA   63   CR     1+1/2   TR  3   CH  3   NT  A           47/96   voff=99
BA   63   CR     1+1/2   TR  5   CH  5   NT  A           47/96   voff=99
BA   63   CR     1+3/4   TR  1   CH  1   NT  A''         47/96   voff=99
BA   63   CR     1+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA   63   CR     1+3/4   TR  2   CH  2   NT  A           47/96   voff=99
BA   63   CR     1+3/4   TR  3   CH  3   NT  Bb'         47/96   voff=99
BA   63   CR     1+3/4   TR  3   CH  3   NT  Bb          47/96   voff=99
BA   63   CR     1+3/4   TR  5   CH  5   NT  Bb          47/96   voff=99
BA   63   CR         2   TR  1   CH  1   NT  Eb'''       47/96   voff=99
BA   63   CR         2   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   63   CR         2   TR  2   CH  2   NT  Eb'         47/96   voff=99
BA   63   CR         2   TR  3   CH  3   NT  C''         47/96   voff=99
BA   63   CR         2   TR  3   CH  3   NT  C'          47/96   voff=99
BA   63   CR         2   TR  5   CH  5   NT  C'          47/96   voff=99
BA   63   CR     2+1/4   TR  1   CH  1   NT  D'''        47/96   voff=99
BA   63   CR     2+1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   63   CR     2+1/4   TR  2   CH  2   NT  D'          47/96   voff=99
BA   63   CR     2+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   63   CR     2+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   63   CR     2+1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   63   CR     2+3/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   63   CR     2+3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   63   CR     2+3/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   63   CR         3   TR  1   CH  1   NT  A''         47/96   voff=99
BA   63   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA   63   CR         3   TR  2   CH  2   NT  A           47/96   voff=99
BA   63   CR     3+1/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   63   CR     3+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   63   CR     3+1/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   63   CR     3+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   63   CR     3+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   63   CR     3+1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   63   CR     3+1/2   TR  3   CH  3   NT  Bb'         47/96   voff=99
BA   63   CR     3+1/2   TR  3   CH  3   NT  Bb          47/96   voff=99
BA   63   CR     3+1/2   TR  5   CH  5   NT  Bb          47/96   voff=99
BA   63   CR     3+3/4   TR  1   CH  1   NT  A''         47/96   voff=99
BA   63   CR     3+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA   63   CR     3+3/4   TR  2   CH  2   NT  A           23/96   voff=99
BA   63   CR     3+3/4   TR  3   CH  3   NT  A'          47/96   voff=99
BA   63   CR     3+3/4   TR  3   CH  3   NT  A           47/96   voff=99
BA   63   CR     3+3/4   TR  5   CH  5   NT  A           47/96   voff=99

BA   64   CR         0   TR  1   CH  1   NT  Eb'''       47/96   voff=99
BA   64   CR         0   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   64   CR         0   TR  2   CH  2   NT  Eb'         47/96   voff=99
BA   64   CR         0   TR  3   CH  3   NT  Bb'         47/96   voff=99
BA   64   CR         0   TR  3   CH  3   NT  Bb          47/96   voff=99
BA   64   CR         0   TR  5   CH  5   NT  Bb          47/96   voff=99
BA   64   CR       1/4   TR  1   CH  1   NT  D'''        47/96   voff=99
BA   64   CR       1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   64   CR       1/4   TR  2   CH  2   NT  D'          47/96   voff=99
BA   64   CR       1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   64   CR       1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   64   CR       1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   64   CR       3/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   64   CR       3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   64   CR       3/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   64   CR         1   TR  1   CH  1   NT  A''         47/96   voff=99
BA   64   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA   64   CR         1   TR  2   CH  2   NT  A           47/96   voff=99
BA   64   CR     1+1/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   64   CR     1+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   64   CR     1+1/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   64   CR     1+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   64   CR     1+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   64   CR     1+1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   64   CR     1+1/2   TR  3   CH  3   NT  A'          47/96   voff=99
BA   64   CR     1+1/2   TR  3   CH  3   NT  A           47/96   voff=99
BA   64   CR     1+1/2   TR  5   CH  5   NT  A           47/96   voff=99
BA   64   CR     1+3/4   TR  1   CH  1   NT  A''         47/96   voff=99
BA   64   CR     1+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA   64   CR     1+3/4   TR  2   CH  2   NT  A           47/96   voff=99
