format=1 tracks=13 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 156
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Steel Guitar"
BA  110   CR   3+31/48   TR  7   CH  7   Channel volume 64
BA  110   CR   3+31/48   TR  8   CH 10   Channel volume 64
BA  110   CR   3+31/48   TR  9   CH 11   Channel volume 67
BA  110   CR   3+31/48   TR 10   CH 12   Channel volume 32
BA  110   CR   3+21/32   TR  1   CH  1   Channel volume 55
BA  110   CR   3+21/32   TR  2   CH  2   Channel volume 16
BA  110   CR   3+21/32   TR  3   CH  3   Channel volume 75
BA  110   CR   3+21/32   TR  4   CH  4   Channel volume 75
BA  110   CR   3+21/32   TR  5   CH  5   Channel volume 61
BA  110   CR   3+21/32   TR  6   CH  6   Channel volume 75
BA  110   CR   3+21/32   TR  7   CH  7   Channel volume 64
BA  110   CR   3+21/32   TR  8   CH 10   Channel volume 64
BA  110   CR   3+21/32   TR  9   CH 11   Channel volume 67
BA  110   CR   3+21/32   TR 10   CH 12   Channel volume 32
BA  110   CR     3+2/3   TR  1   CH  1   Channel volume 55
BA  110   CR     3+2/3   TR  2   CH  2   Channel volume 16
BA  110   CR     3+2/3   TR  3   CH  3   Channel volume 75
BA  110   CR     3+2/3   TR  4   CH  4   Channel volume 75
BA  110   CR     3+2/3   TR  5   CH  5   Channel volume 61
BA  110   CR     3+2/3   TR  6   CH  6   Channel volume 75
BA  110   CR     3+2/3   TR  7   CH  7   Channel volume 63
BA  110   CR     3+2/3   TR  8   CH 10   Channel volume 63
BA  110   CR     3+2/3   TR  9   CH 11   Channel volume 67
BA  110   CR     3+2/3   TR 10   CH 12   Channel volume 32
BA  110   CR   3+65/96   TR  1   CH  1   Channel volume 55
BA  110   CR   3+65/96   TR  2   CH  2   Channel volume 16
BA  110   CR   3+65/96   TR  3   CH  3   Channel volume 75
BA  110   CR   3+65/96   TR  4   CH  4   Channel volume 75
BA  110   CR   3+65/96   TR  5   CH  5   Channel volume 61
BA  110   CR   3+65/96   TR  6   CH  6   Channel volume 75
BA  110   CR   3+65/96   TR  7   CH  7   Channel volume 63
BA  110   CR   3+65/96   TR  8   CH 10   Channel volume 63
BA  110   CR   3+65/96   TR  9   CH 11   Channel volume 67
BA  110   CR   3+65/96   TR 10   CH 12   Channel volume 32
BA  110   CR   3+11/16   TR  1   CH  1   Channel volume 55
BA  110   CR   3+11/16   TR  2   CH  2   Channel volume 16
BA  110   CR   3+11/16   TR  3   CH  3   Channel volume 75
BA  110   CR   3+11/16   TR  4   CH  4   Channel volume 75
BA  110   CR   3+11/16   TR  5   CH  5   Channel volume 61
BA  110   CR   3+11/16   TR  6   CH  6   Channel volume 75
BA  110   CR   3+11/16   TR  7   CH  7   Channel volume 63
BA  110   CR   3+11/16   TR  8   CH 10   Channel volume 63
BA  110   CR   3+11/16   TR  9   CH 11   Channel volume 67
BA  110   CR   3+11/16   TR 10   CH 12   Channel volume 32
BA  110   CR   3+67/96   TR  1   CH  1   Channel volume 55
BA  110   CR   3+67/96   TR  2   CH  2   Channel volume 16
BA  110   CR   3+67/96   TR  3   CH  3   Channel volume 75
BA  110   CR   3+67/96   TR  4   CH  4   Channel volume 75
BA  110   CR   3+67/96   TR  5   CH  5   Channel volume 61
BA  110   CR   3+67/96   TR  6   CH  6   Channel volume 75
BA  110   CR   3+67/96   TR  7   CH  7   Channel volume 63
BA  110   CR   3+67/96   TR  8   CH 10   Channel volume 63
BA  110   CR   3+67/96   TR  9   CH 11   Channel volume 67
BA  110   CR   3+67/96   TR 10   CH 12   Channel volume 32
BA  110   CR   3+17/24   TR  1   CH  1   Channel volume 55
BA  110   CR   3+17/24   TR  2   CH  2   Channel volume 16
BA  110   CR   3+17/24   TR  3   CH  3   Channel volume 74
BA  110   CR   3+17/24   TR  4   CH  4   Channel volume 74
BA  110   CR   3+17/24   TR  5   CH  5   Channel volume 60
BA  110   CR   3+17/24   TR  6   CH  6   Channel volume 74
BA  110   CR   3+17/24   TR  7   CH  7   Channel volume 63
BA  110   CR   3+17/24   TR  8   CH 10   Channel volume 63
BA  110   CR   3+17/24   TR  9   CH 11   Channel volume 67
BA  110   CR   3+17/24   TR 10   CH 12   Channel volume 32
BA  110   CR   3+23/32   TR  1   CH  1   Channel volume 55
BA  110   CR   3+23/32   TR  2   CH  2   Channel volume 16
BA  110   CR   3+23/32   TR  3   CH  3   Channel volume 74
BA  110   CR   3+23/32   TR  4   CH  4   Channel volume 74
BA  110   CR   3+23/32   TR  5   CH  5   Channel volume 60
BA  110   CR   3+23/32   TR  6   CH  6   Channel volume 74
BA  110   CR   3+23/32   TR  7   CH  7   Channel volume 63
BA  110   CR   3+23/32   TR  8   CH 10   Channel volume 63
BA  110   CR   3+23/32   TR  9   CH 11   Channel volume 67
BA  110   CR   3+23/32   TR 10   CH 12   Channel volume 31
BA  110   CR   3+35/48   TR  1   CH  1   Channel volume 55
BA  110   CR   3+35/48   TR  2   CH  2   Channel volume 16
BA  110   CR   3+35/48   TR  3   CH  3   Channel volume 74
BA  110   CR   3+35/48   TR  4   CH  4   Channel volume 74
BA  110   CR   3+35/48   TR  5   CH  5   Channel volume 60
BA  110   CR   3+35/48   TR  6   CH  6   Channel volume 74
BA  110   CR   3+35/48   TR  7   CH  7   Channel volume 63
BA  110   CR   3+35/48   TR  8   CH 10   Channel volume 63
BA  110   CR   3+35/48   TR  9   CH 11   Channel volume 67
BA  110   CR   3+35/48   TR 10   CH 12   Channel volume 31
BA  110   CR   3+71/96   TR  1   CH  1   Channel volume 55
BA  110   CR   3+71/96   TR  2   CH  2   Channel volume 16
BA  110   CR   3+71/96   TR  3   CH  3   Channel volume 74
BA  110   CR   3+71/96   TR  4   CH  4   Channel volume 74
BA  110   CR   3+71/96   TR  5   CH  5   Channel volume 60
BA  110   CR   3+71/96   TR  6   CH  6   Channel volume 74
BA  110   CR   3+71/96   TR  7   CH  7   Channel volume 63
BA  110   CR   3+71/96   TR  8   CH 10   Channel volume 63
BA  110   CR   3+71/96   TR  9   CH 11   Channel volume 67
BA  110   CR   3+71/96   TR 10   CH 12   Channel volume 31
BA  110   CR     3+3/4   TR  1   CH  1   Channel volume 55
BA  110   CR     3+3/4   TR  2   CH  2   Channel volume 16
BA  110   CR     3+3/4   TR  3   CH  3   Channel volume 74
BA  110   CR     3+3/4   TR  4   CH  4   Channel volume 74
BA  110   CR     3+3/4   TR  5   CH  5   Channel volume 60
BA  110   CR     3+3/4   TR  6   CH  6   Channel volume 74
BA  110   CR     3+3/4   TR  7   CH  7   Channel volume 63
BA  110   CR     3+3/4   TR  8   CH 10   Channel volume 63
BA  110   CR     3+3/4   TR  9   CH 11   Channel volume 67
BA  110   CR     3+3/4   TR 10   CH 12   Channel volume 31
BA  110   CR   3+73/96   TR  1   CH  1   Channel volume 55
BA  110   CR   3+73/96   TR  2   CH  2   Channel volume 16
BA  110   CR   3+73/96   TR  3   CH  3   Channel volume 74
BA  110   CR   3+73/96   TR  4   CH  4   Channel volume 74
BA  110   CR   3+73/96   TR  5   CH  5   Channel volume 60
BA  110   CR   3+73/96   TR  6   CH  6   Channel volume 74
BA  110   CR   3+73/96   TR  7   CH  7   Channel volume 63
BA  110   CR   3+73/96   TR  8   CH 10   Channel volume 63
BA  110   CR   3+73/96   TR  9   CH 11   Channel volume 67
BA  110   CR   3+73/96   TR 10   CH 12   Channel volume 31
BA  110   CR   3+37/48   TR  1   CH  1   Channel volume 55
BA  110   CR   3+37/48   TR  2   CH  2   Channel volume 16
BA  110   CR   3+37/48   TR  3   CH  3   Channel volume 74
BA  110   CR   3+37/48   TR  4   CH  4   Channel volume 74
BA  110   CR   3+37/48   TR  5   CH  5   Channel volume 60
BA  110   CR   3+37/48   TR  6   CH  6   Channel volume 74
BA  110   CR   3+37/48   TR  7   CH  7   Channel volume 63
BA  110   CR   3+37/48   TR  8   CH 10   Channel volume 63
BA  110   CR   3+37/48   TR  9   CH 11   Channel volume 66
BA  110   CR   3+37/48   TR 10   CH 12   Channel volume 31
BA  110   CR   3+25/32   TR  1   CH  1   Channel volume 55
BA  110   CR   3+25/32   TR  2   CH  2   Channel volume 16
BA  110   CR   3+25/32   TR  3   CH  3   Channel volume 74
BA  110   CR   3+25/32   TR  4   CH  4   Channel volume 74
BA  110   CR   3+25/32   TR  5   CH  5   Channel volume 60
BA  110   CR   3+25/32   TR  6   CH  6   Channel volume 74
BA  110   CR   3+25/32   TR  7   CH  7   Channel volume 63
BA  110   CR   3+25/32   TR  8   CH 10   Channel volume 63
BA  110   CR   3+25/32   TR  9   CH 11   Channel volume 66
BA  110   CR   3+25/32   TR 10   CH 12   Channel volume 31
BA  110   CR   3+19/24   TR  1   CH  1   Channel volume 55
BA  110   CR   3+19/24   TR  2   CH  2   Channel volume 16
BA  110   CR   3+19/24   TR  3   CH  3   Channel volume 74
BA  110   CR   3+19/24   TR  4   CH  4   Channel volume 74
BA  110   CR   3+19/24   TR  5   CH  5   Channel volume 60
BA  110   CR   3+19/24   TR  6   CH  6   Channel volume 74
BA  110   CR   3+19/24   TR  7   CH  7   Channel volume 63
BA  110   CR   3+19/24   TR  8   CH 10   Channel volume 63
BA  110   CR   3+19/24   TR  9   CH 11   Channel volume 66
BA  110   CR   3+19/24   TR 10   CH 12   Channel volume 31
BA  110   CR   3+77/96   TR  1   CH  1   Channel volume 55
BA  110   CR   3+77/96   TR  2   CH  2   Channel volume 16
BA  110   CR   3+77/96   TR  3   CH  3   Channel volume 74
BA  110   CR   3+77/96   TR  4   CH  4   Channel volume 74
BA  110   CR   3+77/96   TR  5   CH  5   Channel volume 60
BA  110   CR   3+77/96   TR  6   CH  6   Channel volume 74
BA  110   CR   3+77/96   TR  7   CH  7   Channel volume 63
BA  110   CR   3+77/96   TR  8   CH 10   Channel volume 63
BA  110   CR   3+77/96   TR  9   CH 11   Channel volume 66
BA  110   CR   3+77/96   TR 10   CH 12   Channel volume 31
BA  110   CR   3+13/16   TR  1   CH  1   Channel volume 55
BA  110   CR   3+13/16   TR  2   CH  2   Channel volume 16
BA  110   CR   3+13/16   TR  3   CH  3   Channel volume 74
BA  110   CR   3+13/16   TR  4   CH  4   Channel volume 74
BA  110   CR   3+13/16   TR  5   CH  5   Channel volume 60
BA  110   CR   3+13/16   TR  6   CH  6   Channel volume 74
BA  110   CR   3+13/16   TR  7   CH  7   Channel volume 63
BA  110   CR   3+13/16   TR  8   CH 10   Channel volume 63
BA  110   CR   3+13/16   TR  9   CH 11   Channel volume 66
BA  110   CR   3+13/16   TR 10   CH 12   Channel volume 31
BA  110   CR   3+79/96   TR  1   CH  1   Channel volume 55
BA  110   CR   3+79/96   TR  2   CH  2   Channel volume 16
BA  110   CR   3+79/96   TR  3   CH  3   Channel volume 74
BA  110   CR   3+79/96   TR  4   CH  4   Channel volume 74
BA  110   CR   3+79/96   TR  5   CH  5   Channel volume 60
BA  110   CR   3+79/96   TR  6   CH  6   Channel volume 74
BA  110   CR   3+79/96   TR  7   CH  7   Channel volume 63
BA  110   CR   3+79/96   TR  8   CH 10   Channel volume 63
BA  110   CR   3+79/96   TR  9   CH 11   Channel volume 66
BA  110   CR   3+79/96   TR 10   CH 12   Channel volume 31
BA  110   CR     3+5/6   TR  1   CH  1   Channel volume 55
BA  110   CR     3+5/6   TR  2   CH  2   Channel volume 16
BA  110   CR     3+5/6   TR  3   CH  3   Channel volume 74
BA  110   CR     3+5/6   TR  4   CH  4   Channel volume 74
BA  110   CR     3+5/6   TR  5   CH  5   Channel volume 60
BA  110   CR     3+5/6   TR  6   CH  6   Channel volume 74
BA  110   CR     3+5/6   TR  7   CH  7   Channel volume 63
BA  110   CR     3+5/6   TR  8   CH 10   Channel volume 63
BA  110   CR     3+5/6   TR  9   CH 11   Channel volume 66
BA  110   CR     3+5/6   TR 10   CH 12   Channel volume 31
BA  110   CR   3+27/32   TR  1   CH  1   Channel volume 55
BA  110   CR   3+27/32   TR  2   CH  2   Channel volume 16
BA  110   CR   3+27/32   TR  3   CH  3   Channel volume 74
BA  110   CR   3+27/32   TR  4   CH  4   Channel volume 74
BA  110   CR   3+27/32   TR  5   CH  5   Channel volume 60
BA  110   CR   3+27/32   TR  6   CH  6   Channel volume 74
BA  110   CR   3+27/32   TR  7   CH  7   Channel volume 63
BA  110   CR   3+27/32   TR  8   CH 10   Channel volume 63
BA  110   CR   3+27/32   TR  9   CH 11   Channel volume 66
BA  110   CR   3+27/32   TR 10   CH 12   Channel volume 31
BA  110   CR   3+41/48   TR  1   CH  1   Channel volume 54
BA  110   CR   3+41/48   TR  2   CH  2   Channel volume 16
BA  110   CR   3+41/48   TR  3   CH  3   Channel volume 74
BA  110   CR   3+41/48   TR  4   CH  4   Channel volume 74
BA  110   CR   3+41/48   TR  5   CH  5   Channel volume 60
BA  110   CR   3+41/48   TR  6   CH  6   Channel volume 74
BA  110   CR   3+41/48   TR  7   CH  7   Channel volume 62
BA  110   CR   3+41/48   TR  8   CH 10   Channel volume 62
BA  110   CR   3+41/48   TR  9   CH 11   Channel volume 66
BA  110   CR   3+41/48   TR 10   CH 12   Channel volume 31
BA  110   CR   3+83/96   TR  1   CH  1   Channel volume 54
BA  110   CR   3+83/96   TR  2   CH  2   Channel volume 16
BA  110   CR   3+83/96   TR  3   CH  3   Channel volume 74
BA  110   CR   3+83/96   TR  4   CH  4   Channel volume 74
BA  110   CR   3+83/96   TR  5   CH  5   Channel volume 60
BA  110   CR   3+83/96   TR  6   CH  6   Channel volume 74
BA  110   CR   3+83/96   TR  7   CH  7   Channel volume 62
BA  110   CR   3+83/96   TR  8   CH 10   Channel volume 62
BA  110   CR   3+83/96   TR  9   CH 11   Channel volume 66
BA  110   CR   3+83/96   TR 10   CH 12   Channel volume 31
BA  110   CR     3+7/8   TR  1   CH  1   Channel volume 54
BA  110   CR     3+7/8   TR  2   CH  2   Channel volume 15
BA  110   CR     3+7/8   TR  3   CH  3   Channel volume 73
BA  110   CR     3+7/8   TR  4   CH  4   Channel volume 73
BA  110   CR     3+7/8   TR  5   CH  5   Channel volume 60
BA  110   CR     3+7/8   TR  6   CH  6   Channel volume 73
BA  110   CR     3+7/8   TR  7   CH  7   Channel volume 62
BA  110   CR     3+7/8   TR  8   CH 10   Channel volume 62
BA  110   CR     3+7/8   TR  9   CH 11   Channel volume 66
BA  110   CR     3+7/8   TR 10   CH 12   Channel volume 31
BA  110   CR   3+85/96   TR  1   CH  1   Channel volume 54
BA  110   CR   3+85/96   TR  2   CH  2   Channel volume 15
BA  110   CR   3+85/96   TR  3   CH  3   Channel volume 73
BA  110   CR   3+85/96   TR  4   CH  4   Channel volume 73
BA  110   CR   3+85/96   TR  5   CH  5   Channel volume 60
BA  110   CR   3+85/96   TR  6   CH  6   Channel volume 73
BA  110   CR   3+85/96   TR  7   CH  7   Channel volume 62
BA  110   CR   3+85/96   TR  8   CH 10   Channel volume 62
BA  110   CR   3+85/96   TR  9   CH 11   Channel volume 66
BA  110   CR   3+85/96   TR 10   CH 12   Channel volume 31
BA  110   CR   3+43/48   TR  1   CH  1   Channel volume 54
BA  110   CR   3+43/48   TR  2   CH  2   Channel volume 15
BA  110   CR   3+43/48   TR  3   CH  3   Channel volume 73
BA  110   CR   3+43/48   TR  4   CH  4   Channel volume 73
BA  110   CR   3+43/48   TR  5   CH  5   Channel volume 60
BA  110   CR   3+43/48   TR  6   CH  6   Channel volume 73
BA  110   CR   3+43/48   TR  7   CH  7   Channel volume 62
BA  110   CR   3+43/48   TR  8   CH 10   Channel volume 62
BA  110   CR   3+43/48   TR  9   CH 11   Channel volume 66
BA  110   CR   3+43/48   TR 10   CH 12   Channel volume 31
BA  110   CR   3+29/32   TR  1   CH  1   Channel volume 54
BA  110   CR   3+29/32   TR  2   CH  2   Channel volume 15
BA  110   CR   3+29/32   TR  3   CH  3   Channel volume 73
BA  110   CR   3+29/32   TR  4   CH  4   Channel volume 73
BA  110   CR   3+29/32   TR  5   CH  5   Channel volume 59
BA  110   CR   3+29/32   TR  6   CH  6   Channel volume 73
BA  110   CR   3+29/32   TR  7   CH  7   Channel volume 62
BA  110   CR   3+29/32   TR  8   CH 10   Channel volume 62
BA  110   CR   3+29/32   TR  9   CH 11   Channel volume 66
BA  110   CR   3+29/32   TR 10   CH 12   Channel volume 31
BA  110   CR   3+11/12   TR  1   CH  1   Channel volume 54
BA  110   CR   3+11/12   TR  2   CH  2   Channel volume 15
BA  110   CR   3+11/12   TR  3   CH  3   Channel volume 73
BA  110   CR   3+11/12   TR  4   CH  4   Channel volume 73
BA  110   CR   3+11/12   TR  5   CH  5   Channel volume 59
BA  110   CR   3+11/12   TR  6   CH  6   Channel volume 73
BA  110   CR   3+11/12   TR  7   CH  7   Channel volume 62
BA  110   CR   3+11/12   TR  8   CH 10   Channel volume 62
BA  110   CR   3+11/12   TR  9   CH 11   Channel volume 66
BA  110   CR   3+11/12   TR 10   CH 12   Channel volume 31
BA  110   CR   3+89/96   TR  1   CH  1   Channel volume 54
BA  110   CR   3+89/96   TR  2   CH  2   Channel volume 15
BA  110   CR   3+89/96   TR  3   CH  3   Channel volume 73
BA  110   CR   3+89/96   TR  4   CH  4   Channel volume 73
BA  110   CR   3+89/96   TR  5   CH  5   Channel volume 59
BA  110   CR   3+89/96   TR  6   CH  6   Channel volume 73
BA  110   CR   3+89/96   TR  7   CH  7   Channel volume 62
BA  110   CR   3+89/96   TR  8   CH 10   Channel volume 62
BA  110   CR   3+89/96   TR  9   CH 11   Channel volume 66
BA  110   CR   3+89/96   TR 10   CH 12   Channel volume 31
BA  110   CR   3+15/16   TR  1   CH  1   Channel volume 54
BA  110   CR   3+15/16   TR  2   CH  2   Channel volume 15
BA  110   CR   3+15/16   TR  3   CH  3   Channel volume 73
BA  110   CR   3+15/16   TR  4   CH  4   Channel volume 73
BA  110   CR   3+15/16   TR  5   CH  5   Channel volume 59
BA  110   CR   3+15/16   TR  6   CH  6   Channel volume 73
BA  110   CR   3+15/16   TR  7   CH  7   Channel volume 62
BA  110   CR   3+15/16   TR  8   CH 10   Channel volume 62
BA  110   CR   3+15/16   TR  9   CH 11   Channel volume 66
BA  110   CR   3+15/16   TR 10   CH 12   Channel volume 31
BA  110   CR   3+91/96   TR  1   CH  1   Channel volume 54
BA  110   CR   3+91/96   TR  2   CH  2   Channel volume 15
BA  110   CR   3+91/96   TR  3   CH  3   Channel volume 73
BA  110   CR   3+91/96   TR  4   CH  4   Channel volume 73
BA  110   CR   3+91/96   TR  5   CH  5   Channel volume 59
BA  110   CR   3+91/96   TR  6   CH  6   Channel volume 73
BA  110   CR   3+91/96   TR  7   CH  7   Channel volume 62
BA  110   CR   3+91/96   TR  8   CH 10   Channel volume 62
BA  110   CR   3+91/96   TR  9   CH 11   Channel volume 65
BA  110   CR   3+91/96   TR 10   CH 12   Channel volume 31
BA  110   CR   3+23/24   TR  1   CH  1   Channel volume 54
BA  110   CR   3+23/24   TR  2   CH  2   Channel volume 15
BA  110   CR   3+23/24   TR  3   CH  3   Channel volume 73
BA  110   CR   3+23/24   TR  4   CH  4   Channel volume 73
BA  110   CR   3+23/24   TR  5   CH  5   Channel volume 59
BA  110   CR   3+23/24   TR  6   CH  6   Channel volume 73
BA  110   CR   3+23/24   TR  7   CH  7   Channel volume 62
BA  110   CR   3+23/24   TR  8   CH 10   Channel volume 62
BA  110   CR   3+23/24   TR  9   CH 11   Channel volume 65
BA  110   CR   3+23/24   TR 10   CH 12   Channel volume 31
BA  110   CR   3+31/32   TR  1   CH  1   Channel volume 54
BA  110   CR   3+31/32   TR  2   CH  2   Channel volume 15
BA  110   CR   3+31/32   TR  3   CH  3   Channel volume 73
BA  110   CR   3+31/32   TR  4   CH  4   Channel volume 73
BA  110   CR   3+31/32   TR  5   CH  5   Channel volume 59
BA  110   CR   3+31/32   TR  6   CH  6   Channel volume 73
BA  110   CR   3+31/32   TR  7   CH  7   Channel volume 62
BA  110   CR   3+31/32   TR  8   CH 10   Channel volume 62
BA  110   CR   3+31/32   TR  9   CH 11   Channel volume 65
BA  110   CR   3+31/32   TR 10   CH 12   Channel volume 31
BA  110   CR   3+47/48   TR  1   CH  1   Channel volume 54
BA  110   CR   3+47/48   TR  2   CH  2   Channel volume 15
BA  110   CR   3+47/48   TR  3   CH  3   Channel volume 73
BA  110   CR   3+47/48   TR  4   CH  4   Channel volume 73
BA  110   CR   3+47/48   TR  5   CH  5   Channel volume 59
BA  110   CR   3+47/48   TR  6   CH  6   Channel volume 73
BA  110   CR   3+47/48   TR  7   CH  7   Channel volume 62
BA  110   CR   3+47/48   TR  8   CH 10   Channel volume 62
BA  110   CR   3+47/48   TR  9   CH 11   Channel volume 65
BA  110   CR   3+47/48   TR 10   CH 12   Channel volume 31
BA  110   CR   3+95/96   TR  1   CH  1   Channel volume 54
BA  110   CR   3+95/96   TR  2   CH  2   Channel volume 15
BA  110   CR   3+95/96   TR  3   CH  3   Channel volume 73
BA  110   CR   3+95/96   TR  4   CH  4   Channel volume 73
BA  110   CR   3+95/96   TR  5   CH  5   Channel volume 59
BA  110   CR   3+95/96   TR  6   CH  6   Channel volume 73
BA  110   CR   3+95/96   TR  7   CH  7   Channel volume 62
BA  110   CR   3+95/96   TR  8   CH 10   Channel volume 62
BA  110   CR   3+95/96   TR  9   CH 11   Channel volume 65
BA  110   CR   3+95/96   TR 10   CH 12   Channel volume 31

BA  111   CR         0   TR  1   CH  1   Channel volume 54
BA  111   CR         0   TR  1   CH  1   NT  A-          47/96
BA  111   CR         0   TR  2   CH  2   Channel volume 15
BA  111   CR         0   TR  3   CH  3   Channel volume 73
BA  111   CR         0   TR  3   CH  3   NT  F---        95/96
BA  111   CR         0   TR  4   CH  4   Channel volume 73
BA  111   CR         0   TR  4   CH  4   NT  A           47/96
BA  111   CR         0   TR  5   CH  5   Channel volume 59
BA  111   CR         0   TR  6   CH  6   Channel volume 73
BA  111   CR         0   TR  6   CH  6   NT  F---        95/96
BA  111   CR         0   TR  7   CH  7   Channel volume 62
BA  111   CR         0   TR  7   CH  7   NT  F---        95/96
BA  111   CR         0   TR  8   CH 10   Channel volume 62
BA  111   CR         0   TR  8   CH 10   NT  B---        47/96
BA  111   CR         0   TR  8   CH 10   NT  C--         47/96
BA  111   CR         0   TR  8   CH 10   NT  F#--        47/96
BA  111   CR         0   TR  9   CH 11   Channel volume 65
BA  111   CR         0   TR  9   CH 11   NT  A           47/96
BA  111   CR         0   TR 10   CH 12   Channel volume 31
BA  111   CR      1/96   TR  1   CH  1   Channel volume 54
BA  111   CR      1/96   TR  2   CH  2   Channel volume 15
BA  111   CR      1/96   TR  3   CH  3   Channel volume 73
BA  111   CR      1/96   TR  4   CH  4   Channel volume 73
BA  111   CR      1/96   TR  5   CH  5   Channel volume 59
BA  111   CR      1/96   TR  6   CH  6   Channel volume 73
BA  111   CR      1/96   TR  7   CH  7   Channel volume 62
BA  111   CR      1/96   TR  8   CH 10   Channel volume 62
BA  111   CR      1/96   TR  9   CH 11   Channel volume 65
BA  111   CR      1/96   TR 10   CH 12   Channel volume 31
BA  111   CR      1/48   TR  1   CH  1   Channel volume 54
BA  111   CR      1/48   TR  2   CH  2   Channel volume 15
BA  111   CR      1/48   TR  3   CH  3   Channel volume 73
BA  111   CR      1/48   TR  4   CH  4   Channel volume 73
BA  111   CR      1/48   TR  5   CH  5   Channel volume 59
BA  111   CR      1/48   TR  6   CH  6   Channel volume 73
BA  111   CR      1/48   TR  7   CH  7   Channel volume 62
BA  111   CR      1/48   TR  8   CH 10   Channel volume 62
BA  111   CR      1/48   TR  9   CH 11   Channel volume 65
BA  111   CR      1/48   TR 10   CH 12   Channel volume 31
BA  111   CR      1/32   TR  1   CH  1   Channel volume 54
BA  111   CR      1/32   TR  2   CH  2   Channel volume 15
BA  111   CR      1/32   TR  3   CH  3   Channel volume 73
BA  111   CR      1/32   TR  4   CH  4   Channel volume 73
BA  111   CR      1/32   TR  5   CH  5   Channel volume 59
BA  111   CR      1/32   TR  6   CH  6   Channel volume 73
BA  111   CR      1/32   TR  7   CH  7   Channel volume 62
BA  111   CR      1/32   TR  8   CH 10   Channel volume 62
BA  111   CR      1/32   TR  9   CH 11   Channel volume 65
BA  111   CR      1/32   TR 10   CH 12   Channel volume 31
BA  111   CR      1/24   TR  1   CH  1   Channel volume 54
BA  111   CR      1/24   TR  2   CH  2   Channel volume 15
BA  111   CR      1/24   TR  3   CH  3   Channel volume 72
BA  111   CR      1/24   TR  4   CH  4   Channel volume 72
BA  111   CR      1/24   TR  5   CH  5   Channel volume 59
BA  111   CR      1/24   TR  6   CH  6   Channel volume 72
BA  111   CR      1/24   TR  7   CH  7   Channel volume 62
BA  111   CR      1/24   TR  8   CH 10   Channel volume 62
BA  111   CR      1/24   TR  9   CH 11   Channel volume 65
BA  111   CR      1/24   TR 10   CH 12   Channel volume 31
BA  111   CR      5/96   TR  1   CH  1   Channel volume 54
BA  111   CR      5/96   TR  2   CH  2   Channel volume 15
BA  111   CR      5/96   TR  3   CH  3   Channel volume 72
BA  111   CR      5/96   TR  4   CH  4   Channel volume 72
BA  111   CR      5/96   TR  5   CH  5   Channel volume 59
BA  111   CR      5/96   TR  6   CH  6   Channel volume 72
BA  111   CR      5/96   TR  7   CH  7   Channel volume 61
BA  111   CR      5/96   TR  8   CH 10   Channel volume 61
BA  111   CR      5/96   TR  9   CH 11   Channel volume 65
BA  111   CR      5/96   TR 10   CH 12   Channel volume 31
BA  111   CR      1/16   TR  1   CH  1   Channel volume 54
BA  111   CR      1/16   TR  2   CH  2   Channel volume 15
BA  111   CR      1/16   TR  3   CH  3   Channel volume 72
BA  111   CR      1/16   TR  4   CH  4   Channel volume 72
BA  111   CR      1/16   TR  5   CH  5   Channel volume 59
BA  111   CR      1/16   TR  6   CH  6   Channel volume 72
BA  111   CR      1/16   TR  7   CH  7   Channel volume 61
BA  111   CR      1/16   TR  8   CH 10   Channel volume 61
BA  111   CR      1/16   TR  9   CH 11   Channel volume 65
BA  111   CR      1/16   TR 10   CH 12   Channel volume 31
BA  111   CR      7/96   TR  1   CH  1   Channel volume 53
BA  111   CR      7/96   TR  2   CH  2   Channel volume 15
BA  111   CR      7/96   TR  3   CH  3   Channel volume 72
BA  111   CR      7/96   TR  4   CH  4   Channel volume 72
BA  111   CR      7/96   TR  5   CH  5   Channel volume 59
BA  111   CR      7/96   TR  6   CH  6   Channel volume 72
BA  111   CR      7/96   TR  7   CH  7   Channel volume 61
BA  111   CR      7/96   TR  8   CH 10   Channel volume 61
BA  111   CR      7/96   TR  9   CH 11   Channel volume 65
BA  111   CR      7/96   TR 10   CH 12   Channel volume 31
BA  111   CR      1/12   TR  1   CH  1   Channel volume 53
BA  111   CR      1/12   TR  2   CH  2   Channel volume 15
BA  111   CR      1/12   TR  3   CH  3   Channel volume 72
BA  111   CR      1/12   TR  4   CH  4   Channel volume 72
BA  111   CR      1/12   TR  5   CH  5   Channel volume 59
BA  111   CR      1/12   TR  6   CH  6   Channel volume 72
BA  111   CR      1/12   TR  7   CH  7   Channel volume 61
BA  111   CR      1/12   TR  8   CH 10   Channel volume 61
BA  111   CR      1/12   TR  9   CH 11   Channel volume 65
BA  111   CR      1/12   TR 10   CH 12   Channel volume 31
BA  111   CR      3/32   TR  1   CH  1   Channel volume 53
BA  111   CR      3/32   TR  2   CH  2   Channel volume 15
BA  111   CR      3/32   TR  3   CH  3   Channel volume 72
BA  111   CR      3/32   TR  4   CH  4   Channel volume 72
BA  111   CR      3/32   TR  5   CH  5   Channel volume 59
BA  111   CR      3/32   TR  6   CH  6   Channel volume 72
BA  111   CR      3/32   TR  7   CH  7   Channel volume 61
BA  111   CR      3/32   TR  8   CH 10   Channel volume 61
